"id";"nom";"categorie";"type";"plugin_origine";"id_local";"plugin_final";"editor_id";"statut_nom";"source_nom";"exclusion";"disponibilite_serveur"
"skyrim.esm|0896D9";"Espadon de fer d'amenuisement";"Arme";"WEAP";"Skyrim.esm";"0896D9";"Skyrim.esm";"EnchIronGreatswordMagicka02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896ED";"Espadon de fer d'anima";"Arme";"WEAP";"Skyrim.esm";"0896ED";"Skyrim.esm";"EnchIronGreatswordSoulTrap01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896CE";"Espadon de fer d'éclairs";"Arme";"WEAP";"Skyrim.esm";"0896CE";"Skyrim.esm";"EnchIronGreatswordShock03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896CC";"Espadon de fer d'étincelles";"Arme";"WEAP";"Skyrim.esm";"0896CC";"Skyrim.esm";"EnchIronGreatswordShock01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896AF";"Espadon de fer d'incandescence";"Arme";"WEAP";"Skyrim.esm";"0896AF";"Skyrim.esm";"EnchIronGreatswordFire01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|08970E";"Espadon de fer d'intimidation";"Arme";"WEAP";"Skyrim.esm";"08970E";"Skyrim.esm";"EnchIronGreatswordFear01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896B6";"Espadon de fer de brûlure";"Arme";"WEAP";"Skyrim.esm";"0896B6";"Skyrim.esm";"EnchIronGreatswordFire02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896EF";"Espadon de fer de capture";"Arme";"WEAP";"Skyrim.esm";"0896EF";"Skyrim.esm";"EnchIronGreatswordSoulTrap03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|089710";"Espadon de fer de crainte";"Arme";"WEAP";"Skyrim.esm";"089710";"Skyrim.esm";"EnchIronGreatswordFear03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896CD";"Espadon de fer de décharge";"Arme";"WEAP";"Skyrim.esm";"0896CD";"Skyrim.esm";"EnchIronGreatswordShock02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|089702";"Espadon de fer de fatigue";"Arme";"WEAP";"Skyrim.esm";"089702";"Skyrim.esm";"EnchIronGreatswordStamina01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896B7";"Espadon de fer de flammes";"Arme";"WEAP";"Skyrim.esm";"0896B7";"Skyrim.esm";"EnchIronGreatswordFire03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896C0";"Espadon de fer de frisson";"Arme";"WEAP";"Skyrim.esm";"0896C0";"Skyrim.esm";"EnchIronGreatswordFrost01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896C2";"Espadon de fer de givre";"Arme";"WEAP";"Skyrim.esm";"0896C2";"Skyrim.esm";"EnchIronGreatswordFrost03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896C1";"Espadon de fer de glace";"Arme";"WEAP";"Skyrim.esm";"0896C1";"Skyrim.esm";"EnchIronGreatswordFrost02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|089703";"Espadon de fer de lassitude";"Arme";"WEAP";"Skyrim.esm";"089703";"Skyrim.esm";"EnchIronGreatswordStamina02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896EE";"Espadon de fer de piège";"Arme";"WEAP";"Skyrim.esm";"0896EE";"Skyrim.esm";"EnchIronGreatswordSoulTrap02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896DA";"Espadon de fer de réduction";"Arme";"WEAP";"Skyrim.esm";"0896DA";"Skyrim.esm";"EnchIronGreatswordMagicka03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896D8";"Espadon de fer de sape";"Arme";"WEAP";"Skyrim.esm";"0896D8";"Skyrim.esm";"EnchIronGreatswordMagicka01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|08970F";"Espadon de fer de veulerie";"Arme";"WEAP";"Skyrim.esm";"08970F";"Skyrim.esm";"EnchIronGreatswordFear02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896F6";"Espadon de fer pieux";"Arme";"WEAP";"Skyrim.esm";"0896F6";"Skyrim.esm";"EnchIronGreatswordTurn01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0896F8";"Espadon de fer vertueux";"Arme";"WEAP";"Skyrim.esm";"0896F8";"Skyrim.esm";"EnchIronGreatswordTurn03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0F494C";"Espadon de flammes nordique antique affûté";"Arme";"WEAP";"Skyrim.esm";"0F494C";"Skyrim.esm";"EnchDraugrGreatswordHonedFire03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|05BF09";"Espadon de frisson nordique antique";"Arme";"WEAP";"Skyrim.esm";"05BF09";"Skyrim.esm";"EnchDraugrGreatswordFrost01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0DDD67";"Espadon de frisson nordique antique affûté";"Arme";"WEAP";"Skyrim.esm";"0DDD67";"Skyrim.esm";"EnchDraugrGreatswordHonedFrost01";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|05BF0B";"Espadon de givre nordique antique";"Arme";"WEAP";"Skyrim.esm";"05BF0B";"Skyrim.esm";"EnchDraugrGreatswordFrost03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0DDD69";"Espadon de givre nordique antique affûté";"Arme";"WEAP";"Skyrim.esm";"0DDD69";"Skyrim.esm";"EnchDraugrGreatswordHonedFrost03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|05BF0A";"Espadon de glace nordique antique";"Arme";"WEAP";"Skyrim.esm";"05BF0A";"Skyrim.esm";"EnchDraugrGreatswordFrost02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0DDD68";"Espadon de glace nordique antique affûté";"Arme";"WEAP";"Skyrim.esm";"0DDD68";"Skyrim.esm";"EnchDraugrGreatswordHonedFrost02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"dragonborn.esm|028458";"Espadon de stalhrim d'absorption";"Arme";"WEAP";"Dragonborn.esm";"028458";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordAbsorbH05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02843B";"Espadon de stalhrim d'anathème";"Arme";"WEAP";"Dragonborn.esm";"02843B";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordSoulTrap04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02844D";"Espadon de stalhrim d'angoisse";"Arme";"WEAP";"Dragonborn.esm";"02844D";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordFear04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02844E";"Espadon de stalhrim d'annihilation";"Arme";"WEAP";"Dragonborn.esm";"02844E";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordBanish06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028451";"Espadon de stalhrim d'assimilation";"Arme";"WEAP";"Dragonborn.esm";"028451";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordAbsorbS06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02844B";"Espadon de stalhrim d'effroi";"Arme";"WEAP";"Dragonborn.esm";"02844B";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordFear06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028452";"Espadon de stalhrim d'engrangement";"Arme";"WEAP";"Dragonborn.esm";"028452";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordAbsorbS05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028436";"Espadon de stalhrim d'épuisement";"Arme";"WEAP";"Dragonborn.esm";"028436";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordStamina06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028455";"Espadon de stalhrim d'évocation";"Arme";"WEAP";"Dragonborn.esm";"028455";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordAbsorbM05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02844F";"Espadon de stalhrim d'expulsion";"Arme";"WEAP";"Dragonborn.esm";"02844F";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordBanish05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028440";"Espadon de stalhrim d'immobilisation";"Arme";"WEAP";"Dragonborn.esm";"028440";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordParalyze05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028441";"Espadon de stalhrim d'inertie";"Arme";"WEAP";"Dragonborn.esm";"028441";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordParalyze04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028450";"Espadon de stalhrim de bannissement";"Arme";"WEAP";"Dragonborn.esm";"028450";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordBanish04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028446";"Espadon de stalhrim de blizzard";"Arme";"WEAP";"Dragonborn.esm";"028446";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordFrost05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028449";"Espadon de stalhrim de chaos extrême";"Arme";"WEAP";"Dragonborn.esm";"028449";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordChaos05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028448";"Espadon de stalhrim de chaos ultime";"Arme";"WEAP";"Dragonborn.esm";"028448";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordChaos06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028439";"Espadon de stalhrim de damnation";"Arme";"WEAP";"Dragonborn.esm";"028439";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordSoulTrap06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028443";"Espadon de stalhrim de débilitation";"Arme";"WEAP";"Dragonborn.esm";"028443";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordMagicka05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028444";"Espadon de stalhrim de dégradation";"Arme";"WEAP";"Dragonborn.esm";"028444";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordMagicka04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028459";"Espadon de stalhrim de dévorement";"Arme";"WEAP";"Dragonborn.esm";"028459";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordAbsorbH04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028447";"Espadon de stalhrim de frimas";"Arme";"WEAP";"Dragonborn.esm";"028447";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordFrost04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02843C";"Espadon de stalhrim de fulguration";"Arme";"WEAP";"Dragonborn.esm";"02843C";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordShock06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028445";"Espadon de stalhrim de glaciation";"Arme";"WEAP";"Dragonborn.esm";"028445";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordFrost06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028437";"Espadon de stalhrim de léthargie";"Arme";"WEAP";"Dragonborn.esm";"028437";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordStamina05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02843A";"Espadon de stalhrim de malédiction";"Arme";"WEAP";"Dragonborn.esm";"02843A";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordSoulTrap05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02843F";"Espadon de stalhrim de pétrification";"Arme";"WEAP";"Dragonborn.esm";"02843F";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordParalyze06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02844A";"Espadon de stalhrim de profond chaos";"Arme";"WEAP";"Dragonborn.esm";"02844A";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordChaos04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028453";"Espadon de stalhrim de récolte";"Arme";"WEAP";"Dragonborn.esm";"028453";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordAbsorbS04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028454";"Espadon de stalhrim de sorcellerie";"Arme";"WEAP";"Dragonborn.esm";"028454";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordAbsorbM06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028442";"Espadon de stalhrim de suppression";"Arme";"WEAP";"Dragonborn.esm";"028442";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordMagicka06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02843D";"Espadon de stalhrim de tempête";"Arme";"WEAP";"Dragonborn.esm";"02843D";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordShock05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02844C";"Espadon de stalhrim de terreur";"Arme";"WEAP";"Dragonborn.esm";"02844C";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordFear05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|02843E";"Espadon de stalhrim de tonnerre";"Arme";"WEAP";"Dragonborn.esm";"02843E";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordShock04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028438";"Espadon de stalhrim de torpeur";"Arme";"WEAP";"Dragonborn.esm";"028438";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordStamina04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028456";"Espadon de stalhrim de transfusion";"Arme";"WEAP";"Dragonborn.esm";"028456";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordAbsorbM04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028457";"Espadon de stalhrim de vampirisme";"Arme";"WEAP";"Dragonborn.esm";"028457";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordAbsorbH06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028433";"Espadon de stalhrim sacré";"Arme";"WEAP";"Dragonborn.esm";"028433";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordTurn06";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028434";"Espadon de stalhrim saint";"Arme";"WEAP";"Dragonborn.esm";"028434";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordTurn05";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"dragonborn.esm|028435";"Espadon de stalhrim sanctifié";"Arme";"WEAP";"Dragonborn.esm";"028435";"Dragonborn.esm";"DLC2EnchStalhrimGreatswordTurn04";"Table française";"Skyrim - Interface.bsa : strings\dragonborn_french.strings";"";"À vérifier"
"skyrim.esm|0139A7";"Espadon de verre";"Arme";"WEAP";"Skyrim.esm";"0139A7";"Skyrim.esm";"GlassGreatsword";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF2A";"Espadon de verre d'abattement";"Arme";"WEAP";"Skyrim.esm";"0BEF2A";"Skyrim.esm";"EnchGlassGreatswordStamina03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF0D";"Espadon de verre d'absorption";"Arme";"WEAP";"Skyrim.esm";"0BEF0D";"Skyrim.esm";"EnchGlassGreatswordAbsorbH05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF0E";"Espadon de verre d'amalgame";"Arme";"WEAP";"Skyrim.esm";"0BEF0E";"Skyrim.esm";"EnchGlassGreatswordAbsorbM03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF28";"Espadon de verre d'anathème";"Arme";"WEAP";"Skyrim.esm";"0BEF28";"Skyrim.esm";"EnchGlassGreatswordSoulTrap04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF17";"Espadon de verre d'angoisse";"Arme";"WEAP";"Skyrim.esm";"0BEF17";"Skyrim.esm";"EnchGlassGreatswordFear04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF23";"Espadon de verre d'éclairs";"Arme";"WEAP";"Skyrim.esm";"0BEF23";"Skyrim.esm";"EnchGlassGreatswordShock03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF13";"Espadon de verre d'engrangement";"Arme";"WEAP";"Skyrim.esm";"0BEF13";"Skyrim.esm";"EnchGlassGreatswordAbsorbS05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF10";"Espadon de verre d'évocation";"Arme";"WEAP";"Skyrim.esm";"0BEF10";"Skyrim.esm";"EnchGlassGreatswordAbsorbM05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF15";"Espadon de verre d'expulsion";"Arme";"WEAP";"Skyrim.esm";"0BEF15";"Skyrim.esm";"EnchGlassGreatswordBanish05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF22";"Espadon de verre d'immobilisation";"Arme";"WEAP";"Skyrim.esm";"0BEF22";"Skyrim.esm";"EnchGlassGreatswordParalyze05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF21";"Espadon de verre d'inertie";"Arme";"WEAP";"Skyrim.esm";"0BEF21";"Skyrim.esm";"EnchGlassGreatswordParalyze04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF0B";"Espadon de verre d'ingestion";"Arme";"WEAP";"Skyrim.esm";"0BEF0B";"Skyrim.esm";"EnchGlassGreatswordAbsorbH03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF14";"Espadon de verre de bannissement";"Arme";"WEAP";"Skyrim.esm";"0BEF14";"Skyrim.esm";"EnchGlassGreatswordBanish04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF1E";"Espadon de verre de blizzard";"Arme";"WEAP";"Skyrim.esm";"0BEF1E";"Skyrim.esm";"EnchGlassGreatswordFrost05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF1B";"Espadon de verre de brasier";"Arme";"WEAP";"Skyrim.esm";"0BEF1B";"Skyrim.esm";"EnchGlassGreatswordFire05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF27";"Espadon de verre de capture";"Arme";"WEAP";"Skyrim.esm";"0BEF27";"Skyrim.esm";"EnchGlassGreatswordSoulTrap03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF16";"Espadon de verre de crainte";"Arme";"WEAP";"Skyrim.esm";"0BEF16";"Skyrim.esm";"EnchGlassGreatswordFear03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF20";"Espadon de verre de débilitation";"Arme";"WEAP";"Skyrim.esm";"0BEF20";"Skyrim.esm";"EnchGlassGreatswordMagicka05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF1F";"Espadon de verre de dégradation";"Arme";"WEAP";"Skyrim.esm";"0BEF1F";"Skyrim.esm";"EnchGlassGreatswordMagicka04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF0C";"Espadon de verre de dévorement";"Arme";"WEAP";"Skyrim.esm";"0BEF0C";"Skyrim.esm";"EnchGlassGreatswordAbsorbH04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF1A";"Espadon de verre de flambée";"Arme";"WEAP";"Skyrim.esm";"0BEF1A";"Skyrim.esm";"EnchGlassGreatswordFire04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF19";"Espadon de verre de flammes";"Arme";"WEAP";"Skyrim.esm";"0BEF19";"Skyrim.esm";"EnchGlassGreatswordFire03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF1D";"Espadon de verre de frimas";"Arme";"WEAP";"Skyrim.esm";"0BEF1D";"Skyrim.esm";"EnchGlassGreatswordFrost04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF1C";"Espadon de verre de givre";"Arme";"WEAP";"Skyrim.esm";"0BEF1C";"Skyrim.esm";"EnchGlassGreatswordFrost03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF2C";"Espadon de verre de léthargie";"Arme";"WEAP";"Skyrim.esm";"0BEF2C";"Skyrim.esm";"EnchGlassGreatswordStamina05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF29";"Espadon de verre de malédiction";"Arme";"WEAP";"Skyrim.esm";"0BEF29";"Skyrim.esm";"EnchGlassGreatswordSoulTrap05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF11";"Espadon de verre de moisson";"Arme";"WEAP";"Skyrim.esm";"0BEF11";"Skyrim.esm";"EnchGlassGreatswordAbsorbS03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF12";"Espadon de verre de récolte";"Arme";"WEAP";"Skyrim.esm";"0BEF12";"Skyrim.esm";"EnchGlassGreatswordAbsorbS04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF26";"Espadon de verre de tempête";"Arme";"WEAP";"Skyrim.esm";"0BEF26";"Skyrim.esm";"EnchGlassGreatswordShock05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF18";"Espadon de verre de terreur";"Arme";"WEAP";"Skyrim.esm";"0BEF18";"Skyrim.esm";"EnchGlassGreatswordFear05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF24";"Espadon de verre de tonnerre";"Arme";"WEAP";"Skyrim.esm";"0BEF24";"Skyrim.esm";"EnchGlassGreatswordShock04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF2B";"Espadon de verre de torpeur";"Arme";"WEAP";"Skyrim.esm";"0BEF2B";"Skyrim.esm";"EnchGlassGreatswordStamina04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF0F";"Espadon de verre de transfusion";"Arme";"WEAP";"Skyrim.esm";"0BEF0F";"Skyrim.esm";"EnchGlassGreatswordAbsorbM04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF2F";"Espadon de verre saint";"Arme";"WEAP";"Skyrim.esm";"0BEF2F";"Skyrim.esm";"EnchGlassGreatswordTurn05";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF2E";"Espadon de verre sanctifié";"Arme";"WEAP";"Skyrim.esm";"0BEF2E";"Skyrim.esm";"EnchGlassGreatswordTurn04";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0BEF2D";"Espadon de verre vertueux";"Arme";"WEAP";"Skyrim.esm";"0BEF2D";"Skyrim.esm";"EnchGlassGreatswordTurn03";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|013997";"Espadon dwemer";"Arme";"WEAP";"Skyrim.esm";"013997";"Skyrim.esm";"DwarvenGreatsword";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
"skyrim.esm|0ACC04";"Espadon dwemer béni";"Arme";"WEAP";"Skyrim.esm";"0ACC04";"Skyrim.esm";"EnchDwarvenGreatswordTurn02";"Table française";"Skyrim - Interface.bsa : strings\skyrim_french.strings";"";"À vérifier"
