"lieu";"cellule";"cellule_id";"reference";"objet";"base_id";"type";"plugin_placement";"plugin_objet";"concerne_keizaal";"desactive_initialement";"activation_conditionnelle";"script";"x";"y";"z"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1F8";"Potato";"skyrim.esm|064B41";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"308.8489074707031";"-1077.1246337890625";"67.53469848632812"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1F7";"Potato";"skyrim.esm|064B41";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"317.6323547363281";"-1072.7916259765625";"112.97463989257812"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1F6";"Potato";"skyrim.esm|064B41";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"330.0466613769531";"-1084.8162841796875";"112.99026489257812"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1F5";"Potato";"skyrim.esm|064B41";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"344.7554016113281";"-1073.3533935546875";"112.83889770507812"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1F4";"Potato";"skyrim.esm|064B41";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"379.5937805175781";"-1087.3504638671875";"112.84500122070312"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1F2";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"496.5537109375";"-1071.718017578125";"0.3703889846801758"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1ED";"Bread";"skyrim.esm|065C97";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"180.61074829101562";"-915.8530883789062";"61.92145919799805"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1EC";"Bread";"skyrim.esm|065C97";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"182.85353088378906";"-897.8380737304688";"61.95040512084961"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1E9";"Potato";"skyrim.esm|064B41";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"244.9792938232422";"-952.8349609375";"66.76908874511719"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1E8";"Potato";"skyrim.esm|064B41";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"239.0631561279297";"-972.5501708984375";"67.45065307617188"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1E3";"Wine";"skyrim.esm|03133C";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"193.08432006835938";"-970.728515625";"61.898616790771484"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1DD";"Bread";"skyrim.esm|065C98";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"199.4321746826172";"-910.0303344726562";"61.9545783996582"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1CE";"Gourd";"skyrim.esm|10D666";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"237.7371063232422";"-907.22998046875";"15.743850708007812"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1CB";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"313.4682312011719";"-578.45166015625";"25.613971710205078"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1CA";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"333.9472961425781";"-583.05224609375";"22.16416358947754"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1C9";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"310.5937805175781";"-588.472412109375";"25.378023147583008"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1C8";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"320.7073059082031";"-579.2769775390625";"18.261783599853516"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1C7";"Red Apple";"skyrim.esm|064B2E";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"310.2519836425781";"-571.5061645507812";"14.922389030456543"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1C6";"Potato";"skyrim.esm|064B41";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"339.2718811035156";"-576.7876586914062";"17.99845314025879"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1C5";"Potato";"skyrim.esm|064B41";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"355.4718933105469";"-587.8038330078125";"18.108993530273438"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1C4";"Potato";"skyrim.esm|064B41";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"351.3023681640625";"-571.6762084960938";"17.41290855407715"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1C3";"Cabbage";"skyrim.esm|064B3F";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"372.3412780761719";"-577.860595703125";"22.73107147216797"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0DE1C2";"Cabbage";"skyrim.esm|064B3F";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"396.3757629394531";"-577.587890625";"22.301477432250977"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0E3E1E";"Wine";"skyrim.esm|03133C";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"206.8582305908203";"-736.4033813476562";"87.94061279296875"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0E3E20";"Bread";"skyrim.esm|065C97";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"212.358642578125";"-715.0322875976562";"87.95077514648438"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0E3E2C";"Wine";"skyrim.esm|03133C";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"292.1781005859375";"16.875904083251953";"138.4059600830078"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0E3E2E";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"338.7293701171875";"16.73821449279785";"138.07180786132812"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0E3E2F";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"343.6045227050781";"11.944726943969727";"138.07180786132812"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0E3E30";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"350.4712829589844";"20.949399948120117";"138.07180786132812"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0E3E34";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"691.04345703125";"-47.81952667236328";"-1.255660891532898"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0E3E35";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"648.6405029296875";"-9.287686347961426";"-1.055709719657898"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0E3E36";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"652.0693969726562";"-4.079978942871094";"78.94429016113281"
"Ferme de Katla";"Ferme de Katla";"skyrim.esm|0161F7";"skyrim.esm|0E3E3C";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"641.2150268554688";"-216.60235595703125";"61.50005340576172"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|0F7C99";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1855.976806640625";"2117.63232421875";"-176.62457275390625"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|0271F0";"Coffre";"skyrim.esm|020670";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1438.98583984375";"330.85302734375";"-860.9156494140625"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|027139";"Urne";"skyrim.esm|01C4AA";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"3330.052978515625";"3227.80908203125";"-240"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|02712D";"Urne";"skyrim.esm|01C4AA";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"3392.051025390625";"3136.8076171875";"-240"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|027129";"Urne";"skyrim.esm|01C4AA";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2308.05126953125";"3154.8330078125";"-240"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|027127";"Urne";"skyrim.esm|01C4AA";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2648.05224609375";"3190.824951171875";"-240"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|027124";"Urne";"skyrim.esm|01C4AA";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2932.048095703125";"3012.818359375";"-240"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|02711A";"Coffre";"skyrim.esm|020670";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2139.135009765625";"2618.021240234375";"-191.99923706054688"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|027117";"Urne";"skyrim.esm|01C4AA";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1639.0302734375";"2244.848388671875";"-240"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|027114";"Urne";"skyrim.esm|01C4AA";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1977.036376953125";"2504.840576171875";"-240"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|02122C";"Coffre";"skyrim.esm|05418E";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-332.997314453125";"1053.8941650390625";"0"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|040BE5";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"3956.807373046875";"-1558.216796875";"131.42396545410156"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|040BE4";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"4060.236083984375";"-1336.751953125";"146.8634033203125"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|040BE3";"Coffre";"skyrim.esm|020670";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"4127.94580078125";"-1398.2093505859375";"144.7929229736328"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|040B83";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1627.229736328125";"2596.577392578125";"-246.11585998535156"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|040B84";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"1627.4681396484375";"2569.732666015625";"-245.86476135253906"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|040B8B";"Urne";"skyrim.esm|01C4AA";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"3043.04736328125";"2976.81591796875";"-240"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|040B92";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"2806.1123046875";"3198.877197265625";"-183.61724853515625"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|071DA6";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"-488.3932189941406";"889.2597045898438";"63.00657653808594"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|071DA9";"Urne funéraire";"skyrim.esm|01CD63";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"3178.7744140625";"2844.070068359375";"-191.99932861328125"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|071DAA";"Urne funéraire";"skyrim.esm|01CD65";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"3026.6533203125";"2843.726318359375";"-191.99932861328125"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|071DAE";"Urne funéraire";"skyrim.esm|01CD63";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2151.278564453125";"2730.32470703125";"-192"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|071DB8";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"4147.68212890625";"-1446.1282958984375";"146.8761749267578"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|036D6E";"Nord Mead";"skyrim.esm|034C5D";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"2157.5810546875";"1368.682373046875";"-191.99998474121094"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|036D69";"Black-Briar Mead";"skyrim.esm|02C35A";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"2144.533935546875";"1352.7252197265625";"-192"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|036C42";"Gourd";"skyrim.esm|10D666";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"-385.8246765136719";"924.0437622070312";"68.36157989501953"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|036C41";"Bread";"skyrim.esm|065C97";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"-454.38946533203125";"916.4577026367188";"63.50654602050781"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|0211C5";"TreasCorpseBanditNordMale";"skyrim.esm|0328D5";"NPC_";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-4062.625732421875";"2070.24267578125";"509.8763732910156"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|0211FF";"TreasCorpseBanditImperialMale";"skyrim.esm|01A765";"NPC_";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-3301.1806640625";"2221.14599609375";"250.7755889892578"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|0213D0";"TreasCorpseBanditNordMale";"skyrim.esm|0328D5";"NPC_";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-1836.12939453125";"1538.742431640625";"15.671194076538086"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|0235F9";"TreasCorpseWarlockImperialMale";"skyrim.esm|01A76C";"NPC_";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1275.507080078125";"1920.666748046875";"-262.2978515625"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|0235F6";"TreasCorpseWarlockDarkElfMale";"skyrim.esm|01A768";"NPC_";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"480.70257568359375";"2299.6572265625";"-13.520374298095703"
"Ustengrav";"Ustengrav";"skyrim.esm|0270AB";"skyrim.esm|0520B9";"Potion of Minor Healing";"skyrim.esm|03EADD";"ALCH";"Skyrim.esm";"Keizaal.esp";"true";"false";"false";"false";"-2679.244873046875";"2668.8271484375";"256"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0B323D";"Traité d'illusion";"skyrim.esm|0B3239";"BOOK";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2778.3642578125";"-54.7933235168457";"-488.3364562988281"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|06CE1B";"Sels de feu";"skyrim.esm|03AD5E";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2794.672607421875";"-73.82635498046875";"-486.72772216796875"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|06CE1A";"Sels de feu";"skyrim.esm|03AD5E";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2791.832763671875";"-86.59783172607422";"-485.35040283203125"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|058286";"Armoire";"skyrim.esm|024CA7";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2860.578857421875";"-43.85838317871094";"-546.62841796875"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|05828F";"Manuel d'atromancie";"skyrim.esm|06CE1C";"BOOK";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2806.356201171875";"-50.68245315551758";"-489.1634216308594"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0AFC62";"Couronne sanglante";"skyrim.esm|04DA05";"FLOR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"520.7138671875";"-453.2257995605469";"89.13671112060547"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0AFC52";"Crâne";"skyrim.esm|0AF5FD";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2096.990234375";"111.26457214355469";"-555.4153442382812"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0B2110";"Mousse barbue";"skyrim.esm|0BB950";"TREE";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1098.74560546875";"-1492.6214599609375";"-300.0975036621094"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0B20EE";"TreeThicket01";"skyrim.esm|0A7329";"TREE";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"646.6152954101562";"-433.6052551269531";"69.7413558959961"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0B20EF";"DummyDagger";"skyrim.esm|020163";"WEAP";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"552.84765625";"-361.6767578125";"94.36261749267578"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0CE73F";"Rubis";"skyrim.esm|063B42";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2780.076416015625";"-76.68753814697266";"-489.2052917480469"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0CE73E";"Lingot(s) d'orichalque";"skyrim.esm|05AD99";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2852.626708984375";"14.533529281616211";"-391.92388916015625"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0CE73D";"Balai";"skyrim.esm|06717F";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2792.255126953125";"-116.18409729003906";"-508.5499267578125"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0DDEE5";"Truffe de Namira";"skyrim.esm|04DA0B";"FLOR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1578.274169921875";"-1676.4593505859375";"-457.4382019042969"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0DDEE3";"Chapeau-blanc";"skyrim.esm|04DA07";"FLOR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1622.0599365234375";"-1649.425048828125";"-458.44036865234375"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0DDF2B";"Crâne";"skyrim.esm|0AF5FD";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"151.28916931152344";"-823.1975708007812";"456.884765625"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0DDF3C";"Rubis";"skyrim.esm|063B42";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"240.7555389404297";"-983.7904052734375";"453.1103820800781"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0DDF3D";"Rubis";"skyrim.esm|063B42";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"246.8116455078125";"-997.8233642578125";"452.869873046875"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0DDF3E";"Pioche";"skyrim.esm|0E3C16";"WEAP";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-152.23597717285156";"-728.3027954101562";"107.4348373413086"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0DDEE2";"Lys des cimes rouge";"skyrim.esm|077E1D";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1579.4390869140625";"-1694.479248046875";"-392.7698059082031"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0DDEE1";"Tas de sel";"skyrim.esm|034CDF";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1613.13916015625";"-1691.990478515625";"-392.0481262207031"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC20";"Aile de fléchette orange";"skyrim.esm|0BB956";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1123.7271728515625";"-1177.5701904296875";"-415.68511962890625"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC1F";"Thorax de Flammouche";"skyrim.esm|04DA73";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2031.8095703125";"184.9819793701172";"-532.8139038085938"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC1E";"Thorax de Flammouche";"skyrim.esm|04DA73";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1959.9759521484375";"127.42839050292969";"-501.8255615234375"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC1D";"Thorax de Flammouche";"skyrim.esm|04DA73";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1988.4697265625";"201.5146942138672";"-437.78167724609375"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC1B";"Thorax de Flammouche";"skyrim.esm|04DA73";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1573.9146728515625";"1510.814208984375";"-174.30911254882812"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC1A";"Thorax de Flammouche";"skyrim.esm|04DA73";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1555.8355712890625";"1449.0985107421875";"-179.84640502929688"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC19";"Thorax de Flammouche";"skyrim.esm|04DA73";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1802.936767578125";"575.8973999023438";"-333.5877990722656"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC18";"Tas de sel";"skyrim.esm|034CDF";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1858.1842041015625";"866.9740600585938";"-206.32516479492188"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC17";"Thorax de Flammouche";"skyrim.esm|04DA73";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"1957.78271484375";"583.2305908203125";"-136.07786560058594"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC16";"Tas de sel";"skyrim.esm|034CDF";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"575.96533203125";"1551.6328125";"-143.88858032226562"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC15";"Louche en bois";"skyrim.esm|0319E5";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"396.973876953125";"1159.2705078125";"-135.19757080078125"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC14";"Louche en bois";"skyrim.esm|0319E5";"MISC";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"416.0627136230469";"1127.932373046875";"-132.9998016357422"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC13";"Tas de sel";"skyrim.esm|034CDF";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"399.556884765625";"1130.7335205078125";"-127.91741943359375"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC12";"Tas de sel";"skyrim.esm|034CDF";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"403.77008056640625";"1124.66552734375";"-133.6910858154297"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC11";"Tas de sel";"skyrim.esm|034CDF";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"406.917236328125";"1136.573974609375";"-133.6892852783203"
"L'Hyposcole";"The Midden";"skyrim.esm|02BCD7";"skyrim.esm|0EEC10";"Tas de sel";"skyrim.esm|034CDF";"INGR";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"409.01385498046875";"1100.20703125";"-135.71240234375"
