"lieu";"cellule";"cellule_id";"reference";"objet";"base_id";"type";"plugin_placement";"plugin_objet";"concerne_keizaal";"desactive_initialement";"activation_conditionnelle";"script";"x";"y";"z";"contenu_direct"
"Auberge du Mauresque";"Auberge du Mauresque";"skyrim.esm|0138CE";"skyrim.esm|0E0095";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"2330.7373046875";"158.7991943359375";"0.00002288818359375";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Auberge du Mauresque";"Auberge du Mauresque";"skyrim.esm|0138CE";"skyrim.esm|0E0192";"Tonneau";"skyrim.esm|000845";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"626.915283203125";"101.03932189941406";"0.00006103515625";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|02AEA2";"Coffre";"skyrim.esm|02064F";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"999.8114624023438";"-288.79150390625";"-1660.3348388671875";"LootBanditChestBossBase × 1 [skyrim.esm|0B420A] ; LootBanditChestPotions15 × 1 [skyrim.esm|03A5A6] ; LootBanditGold × 1 [skyrim.esm|037C27] ; LootBanditSoulGems10 × 1 [skyrim.esm|068835] ; LootPerkGoldenTouch × 1 [skyrim.esm|10FD8B] ; LootGoldChange × 1 [skyrim.esm|037C2B] ; LootBanditGems25 × 1 [skyrim.esm|08778C] ; LootBanditJewelry25 × 1 [skyrim.esm|08778D] ; LootBanditScrolls10 × 2 [skyrim.esm|0A44CD] ; LootImperialLuck × 5 [skyrim.esm|0AA02C] ; LootBanditChestBossMagicItem25 × 1 [skyrim.esm|0348FD] ; LootBanditLockpick25 × 1 [skyrim.esm|08FFF4] ; TGLootProwlersProfit × 1 [skyrim.esm|0FFF52] ; LItemEnchJewelryAll15 × 1 [skyrim.esm|101073] ; LItemSpecialLoot100 × 1 [skyrim.esm|1031D0] ; LootStaffsAll15 × 1 [skyrim.esm|104ABB] ; LootEnchRobes10 × 1 [skyrim.esm|10F9B5]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|043535";"Coffre";"skyrim.esm|03AC21";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-2859.955078125";"-3844.7734375";"-1460.7490234375";"TGLootProwlersProfit × 1 [skyrim.esm|0FFF52] ; LootBanditLockpick25 × 1 [skyrim.esm|08FFF4] ; LootImperialLuck × 2 [skyrim.esm|0AA02C] ; LootBanditScrolls10 × 1 [skyrim.esm|0A44CD] ; LootBanditGems10 × 1 [skyrim.esm|087780] ; LootBanditJewelry10 × 1 [skyrim.esm|08777E] ; LootBanditIngots10 × 1 [skyrim.esm|08777D] ; LootPerkGoldenTouch × 1 [skyrim.esm|10FD8B] ; LootBanditArmor25 × 1 [skyrim.esm|06883A] ; LootBanditWeapon15 × 1 [skyrim.esm|068838] ; LootBanditSoulGems10 × 1 [skyrim.esm|068835] ; LootGoldChange × 10 [skyrim.esm|037C2B] ; LootBanditChestPotions15 × 1 [skyrim.esm|03A5A6] ; LootPotionRestoreHMS25 × 2 [skyrim.esm|0C2966] ; LItemSpecialLoot10 × 1 [skyrim.esm|10B2C0] ; LItemTorch05 × 1 [skyrim.esm|000E60]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|0FCFDD";"Petit sac";"skyrim.esm|097F51";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-715.0501708984375";"648.6646728515625";"-1747.3858642578125";"LItemBarrelFoodSameSmall × 1 [skyrim.esm|10D95B]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|0FCFDC";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-622.693359375";"816.2994995117188";"-1742.1478271484375";"LItemBarrelFoodSameSmall × 1 [skyrim.esm|10D95B]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|0FCFDB";"Grand sac";"skyrim.esm|097F6E";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-687.9622192382812";"859.80517578125";"-1748.7979736328125";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|0FCFDA";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-647.211181640625";"726.8471069335938";"-1750.5146484375";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|0FCFD9";"Sac";"skyrim.esm|097F68";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-651.52001953125";"785.3372192382812";"-1756.5047607421875";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|0FCFD8";"Sac";"skyrim.esm|097F64";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-629.8191528320312";"851.6144409179688";"-1753.3480224609375";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|0FCFA8";"Sac";"skyrim.esm|097F68";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-1938.557861328125";"1076.6893310546875";"-1718.27978515625";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|0FCFA9";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-1967.278076171875";"1099.401123046875";"-1723.3934326171875";"LItemBarrelFoodSameSmall × 1 [skyrim.esm|10D95B]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|0FCFAA";"Grand sac";"skyrim.esm|097F6E";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-1895.198486328125";"1120.6971435546875";"-1698.4398193359375";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Taillis d'Ombrenoire";"Ombrenoire";"skyrim.esm|015296";"skyrim.esm|0FCFAB";"Havresac";"skyrim.esm|0B7879";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-1826.339111328125";"1102.0869140625";"-1729.95703125";"LItemBarrelFoodSame75 × 1 [skyrim.esm|092B0F] ; LootPerkGoldenTouchChange × 1 [skyrim.esm|0424EB] ; LootGoldChange25 × 1 [skyrim.esm|04F78D] ; LItemPotionRestoreHealth × 1 [skyrim.esm|03A16A] ; LItemJewelryAll × 1 [skyrim.esm|0876A5] ; LItemBook0All × 1 [skyrim.esm|03FFFB] ; LItemClothesFarmBoots × 1 [skyrim.esm|073FC5] ; LItemClothesFarmTunic × 1 [skyrim.esm|073FC4]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8B33";"Grand sac";"skyrim.esm|097F54";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-68.37787628173828";"-1261.9945068359375";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8B2A";"Tonneau";"skyrim.esm|000845";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-473.6694641113281";"-630.4761352539062";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8B06";"Grand sac";"skyrim.esm|097F6E";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-632";"-698";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8B00";"Grand sac";"skyrim.esm|097F54";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-663";"-749";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8AFF";"Placard";"skyrim.esm|024CA4";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-637";"-719";"-30000";"LItemMiscVendorMiscItems75 × 4 [skyrim.esm|09AF0A]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8AED";"Placard";"skyrim.esm|024CA4";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-13.23989486694336";"-1335.9013671875";"-30000";"LItemMiscVendorMiscItems75 × 4 [skyrim.esm|09AF0A]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8AC8";"Grand sac";"skyrim.esm|097F54";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"37.320716857910156";"-818.0927734375";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8AC4";"Grand sac";"skyrim.esm|097F6E";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-13.192829132080078";"-786.8275146484375";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8ABB";"Table basse";"skyrim.esm|021366";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"true";"false";"384.6844482421875";"-444.17120361328125";"-288";"LootGoldChange50 × 1 [skyrim.esm|10E8A8] ; LItemFurnitureMiscItems75 × 2 [skyrim.esm|10E8AA]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8ABA";"Commode";"skyrim.esm|021365";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"true";"false";"270.4672546386719";"-345.283447265625";"-288";"LItemMiscVendorClothing75 × 1 [skyrim.esm|09AF15]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8AAA";"Placard";"skyrim.esm|0C4D4F";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"true";"false";"264.1596374511719";"-568.5104370117188";"0.3434004783630371";"LootGoldChange50 × 2 [skyrim.esm|10E8A8] ; LItemFurnitureMiscItems75 × 3 [skyrim.esm|10E8AA]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D89BF";"Armoire";"skyrim.esm|0C2A05";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"303.94091796875";"-1086.747802734375";"288.6064453125";"LootGoldChange50 × 2 [skyrim.esm|10E8A8] ; LItemFurnitureNobleClothing × 4 [skyrim.esm|10E8A5]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D89D5";"Placard";"skyrim.esm|0C4D4E";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"true";"false";"12.550048828125";"-1093.72705078125";"284.657958984375";"LItemFurnitureMiscItems75 × 2 [skyrim.esm|10E8AA] ; LootGoldChange50 × 3 [skyrim.esm|10E8A8]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8A0B";"Grand sac";"skyrim.esm|097F6E";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"581.6629638671875";"-1078.5257568359375";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8A1C";"Placard";"skyrim.esm|0C4D4E";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"true";"false";"116.8147964477539";"-1254.028564453125";"0.015496373176574707";"LItemFurnitureMiscItems75 × 2 [skyrim.esm|10E8AA] ; LootGoldChange50 × 3 [skyrim.esm|10E8A8]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D8A55";"Armoire";"skyrim.esm|0C2A04";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"282.63446044921875";"-566.3322143554688";"288";"LItemFurnitureNobleClothing × 4 [skyrim.esm|10E8A5] ; LootGoldChange50 × 2 [skyrim.esm|10E8A8]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0D9B49";"Coffre";"skyrim.esm|0800E0";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"655.2515869140625";"-1034.865966796875";"287.99993896484375";"LItemSpecialLoot100 × 1 [skyrim.esm|1031D0] ; LootBanditIngots100 × 1 [skyrim.esm|0B420F] ; LootBanditIngots10 × 1 [skyrim.esm|08777D] ; LootBanditJewelry100 × 1 [skyrim.esm|0B4210] ; LootBanditJewelry10 × 1 [skyrim.esm|08777E] ; LootBanditGoldBoss × 1 [skyrim.esm|03DED1] ; LootBanditGems100 × 1 [skyrim.esm|0B420E] ; LootBanditGems25 × 1 [skyrim.esm|08778C] ; LootGoldChange × 1 [skyrim.esm|037C2B]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E274D";"Tonneau";"skyrim.esm|000845";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-91.47603607177734";"-655.1903076171875";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E274C";"Tonneau";"skyrim.esm|000845";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-90.16511535644531";"-723.7649536132812";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E274B";"Grand sac";"skyrim.esm|097F54";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"53.22780990600586";"-797.6751098632812";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E274A";"Grand sac";"skyrim.esm|097F54";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"40.94955062866211";"-825.24560546875";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E2749";"Grand sac";"skyrim.esm|097F54";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"65.32637023925781";"-835.7051391601562";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E2731";"Grand sac";"skyrim.esm|097F6C";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-78.64508056640625";"-1247.12841796875";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E2730";"Grand sac";"skyrim.esm|097F54";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-103.21238708496094";"-1213.303955078125";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E272F";"Tonneau";"skyrim.esm|000845";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-91.0870361328125";"-1345.03125";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E272E";"Tonneau";"skyrim.esm|000845";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-95.7479248046875";"-1344.326171875";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E272D";"Tonneau";"skyrim.esm|000845";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-47.35103225708008";"-1376.1304931640625";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E272C";"Tonneau";"skyrim.esm|000845";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-47.91865921020508";"-1371.4510498046875";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E2627";"Table basse";"skyrim.esm|0C2A06";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"661.453369140625";"-716.6752319335938";"287.9291076660156";"LItemFurnitureMiscItems75 × 2 [skyrim.esm|10E8AA] ; LootGoldChange50 × 2 [skyrim.esm|10E8A8] ; LootFurnitureGemsJewelry50 × 1 [skyrim.esm|10E8A9]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E25E5";"Tonneau";"skyrim.esm|000845";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-11.538116455078125";"-1322.540283203125";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"Manoir de Hauteflèche";"Proudspire Manor";"skyrim.esm|016A06";"skyrim.esm|0E300E";"Tonneau";"skyrim.esm|000845";"CONT";"Keizaal.esp";"Skyrim.esm";"true";"true";"true";"false";"-197.00440979003906";"-44.01051330566406";"-30000";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|09CAFE";"Coffre";"skyrim.esm|09CAFD";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"176.34046936035156";"-24.3431396484375";"-70.32923126220703";"LItemEnchWeaponDaggerBlacksmith15 × 2 [skyrim.esm|000ED3] ; LItemEnchJewelryAll75 × 3 [skyrim.esm|101074] ; LItemLeatherAndStrips75 × 25 [skyrim.esm|0FFE9F] ; VendorBlacksmithEnchWeaponsLevel20 × 1 [skyrim.esm|07591F] ; VendorBlacksmithEnchWeaponsLevel10 × 1 [skyrim.esm|07591E] ; VendorBlacksmithEnchWeapons100 × 1 [skyrim.esm|07591C] ; VendorBlacksmithEnchArmorLevel20 × 1 [skyrim.esm|075922] ; VendorBlacksmithEnchArmorLevel10 × 1 [skyrim.esm|075921] ; VendorBlacksmithEnchArmor100 × 1 [skyrim.esm|075920] ; VendorGoldBlacksmith × 1 [skyrim.esm|072AE9] ; PerkInvestorWhiterunBlacksmithList × 1 [skyrim.esm|0AC969] ; LItemBlacksmithArmor75 × 3 [skyrim.esm|09BC2E] ; LItemBlacksmithArrows75 × 5 [skyrim.esm|09BC2F] ; LItemBlacksmithMineralsProcessed75 × 13 [skyrim.esm|09BC31] ; LItemBlacksmithWeapon75 × 3 [skyrim.esm|09BC30] ; LItemBlacksmithMinimum × 1 [skyrim.esm|09BC33] ; LItemBlacksmithMineralsRaw75 × 10 [skyrim.esm|09BC32] ; PerkMasterTraderGold × 1 [skyrim.esm|10C1CC] ; VendorBlacksmithEnchWeapons75 × 1 [skyrim.esm|017103] ; VendorBlacksmithEnchArmor75 × 1 [skyrim.esm|017104] ; LItemBlacksmithSpecialLoot100 × 1 [skyrim.esm|017363] ; LItemBlacksmithSpecialLoot10 × 3 [skyrim.esm|0173D3]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|0EA73A";"Coffre";"skyrim.esm|0EA722";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-114.14978790283203";"312.4405822753906";"380.5469055175781";"TGStrongboxLoot × 1 [skyrim.esm|0F3927]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|0BCC7A";"Sac";"skyrim.esm|097F68";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-327.87799072265625";"-463.07318115234375";"71.51225280761719";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|0BC709";"Sac";"skyrim.esm|097F6A";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"118.31843566894531";"-456.3341064453125";"70.07434844970703";"LItemBarrelFoodSameSmall × 1 [skyrim.esm|10D95B]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|0BC5AE";"Grand sac";"skyrim.esm|097F6E";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-368.7667236328125";"-156.20533752441406";"129.04214477539062";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|0BC5A5";"Petit sac";"skyrim.esm|097F51";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-179.70529174804688";"94.03871154785156";"147.0459442138672";"LItemBarrelFoodSameSmall × 1 [skyrim.esm|10D95B]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|0BC275";"Grand sac";"skyrim.esm|097F54";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"292.2252502441406";"169.17710876464844";"172.65902709960938";"LItemBarrelFoodSame70 × 1 [skyrim.esm|10FCFB]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|0C7A76";"Armoire";"skyrim.esm|024CA7";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-320.9712829589844";"202.30715942382812";"63.00001525878906";"LItemMiscVendorClothing75 × 1 [skyrim.esm|09AF15]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|0C7A6E";"Coffre";"skyrim.esm|09AF19";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"209.59783935546875";"303.6340637207031";"318.54693603515625";"LootImperialLuck × 1 [skyrim.esm|0AA02C] ; LItemMiscVendorAnimalPart75 × 2 [skyrim.esm|09AF0B] ; LItemMiscVendorMiscItems75 × 2 [skyrim.esm|09AF0A] ; LootPerkGoldenTouchChange × 1 [skyrim.esm|0424EB] ; LootGoldChange × 1 [skyrim.esm|037C2B] ; TGLootProwlersProfit × 1 [skyrim.esm|0FFF52] ; LItemTorch05 × 1 [skyrim.esm|000E60]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|0C7A6A";"Commode";"skyrim.esm|024CA5";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-103.8125";"332.9402770996094";"318.54693603515625";"LItemMiscVendorClothing75 × 4 [skyrim.esm|09AF15]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|0C7A62";"Table basse";"skyrim.esm|024CA6";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-66.92230987548828";"705.990234375";"319.32159423828125";"LItemFurnitureMiscItems75 × 2 [skyrim.esm|10E8AA] ; LootGoldChange50 × 1 [skyrim.esm|10E8A8]"
"La Guerrière";"Warmaiden's";"skyrim.esm|01DB4E";"skyrim.esm|0C7A61";"Table basse";"skyrim.esm|024CA6";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"205.37274169921875";"697.6782836914062";"319.32159423828125";"LItemFurnitureMiscItems75 × 2 [skyrim.esm|10E8AA] ; LootGoldChange50 × 1 [skyrim.esm|10E8A8]"
"L'Arcanaeum";"The Arcanaeum";"skyrim.esm|013810";"skyrim.esm|10C431";"Coffre";"skyrim.esm|10C430";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-2.6824264526367188";"490.7597351074219";"-157.8507537841797";"LItemBook0All × 10 [skyrim.esm|03FFFB] ; LItemBook1All × 5 [skyrim.esm|03FFFC] ; LItemBook2All × 3 [skyrim.esm|03FFFD] ; LItemBook3All × 1 [skyrim.esm|03FFFE] ; LItemBook4All × 1 [skyrim.esm|03FFFF] ; PerkMasterTraderGold × 1 [skyrim.esm|10C1CC] ; VendorGoldSpells × 1 [skyrim.esm|072AEC]"
"L'Arcanaeum";"The Arcanaeum";"skyrim.esm|013810";"skyrim.esm|0F9923";"Coffre de l'enquêteur";"skyrim.esm|0D30CC";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-752.462158203125";"145.55995178222656";"0.000011444091796875";"Anneau de Treoy × 1 [skyrim.esm|0DA732] ; Anneau de Katarina × 1 [skyrim.esm|0DA733] ; Anneau de Pithi × 1 [skyrim.esm|0DA734] ; Anneau de Balwen × 1 [skyrim.esm|0DA735]"
"L'Arcanaeum";"The Arcanaeum";"skyrim.esm|013810";"skyrim.esm|109DA9";"Étagère";"skyrim.esm|109D86";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-302.02496337890625";"-1359.134521484375";"0";"LItemBook0All × 7 [skyrim.esm|03FFFB] ; LItemBook1All × 5 [skyrim.esm|03FFFC] ; LItemBook2All × 3 [skyrim.esm|03FFFD] ; LItemBook3All × 2 [skyrim.esm|03FFFE]"
"L'Arcanaeum";"The Arcanaeum";"skyrim.esm|013810";"skyrim.esm|109DA8";"Étagère";"skyrim.esm|109D86";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-302.02496337890625";"-1439.5611572265625";"0";"LItemBook0All × 7 [skyrim.esm|03FFFB] ; LItemBook1All × 5 [skyrim.esm|03FFFC] ; LItemBook2All × 3 [skyrim.esm|03FFFD] ; LItemBook3All × 2 [skyrim.esm|03FFFE]"
"L'Arcanaeum";"The Arcanaeum";"skyrim.esm|013810";"skyrim.esm|109DA7";"Étagère";"skyrim.esm|109D86";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"-302.02496337890625";"-1519.70947265625";"0";"LItemBook0All × 7 [skyrim.esm|03FFFB] ; LItemBook1All × 5 [skyrim.esm|03FFFC] ; LItemBook2All × 3 [skyrim.esm|03FFFD] ; LItemBook3All × 2 [skyrim.esm|03FFFE]"
"L'Arcanaeum";"The Arcanaeum";"skyrim.esm|013810";"skyrim.esm|109DA6";"Étagère";"skyrim.esm|109D86";"CONT";"Skyrim.esm";"Skyrim.esm";"true";"false";"false";"false";"187.40037536621094";"-1614.2655029296875";"0";"LItemBook0All × 7 [skyrim.esm|03FFFB] ; LItemBook1All × 5 [skyrim.esm|03FFFC] ; LItemBook2All × 3 [skyrim.esm|03FFFD] ; LItemBook3All × 2 [skyrim.esm|03FFFE]"
