"source";"source_id";"type";"plugin";"entree";"cible";"cible_id";"type_cible";"quantite";"niveau";"chance_vide";"flags_liste";"globale_chance";"concerne_keizaal"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"398";"Rejetons des Porcs";"skyrim.esm|01AD11";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"399";"Les vieilles traditions";"skyrim.esm|01AD0F";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"400";"La vérité de la Mère de la nuit";"skyrim.esm|0E0D67";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"401";"N'Gasta ! Kvata ! Kvakis !";"skyrim.esm|01AD0E";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"402";"Nérévar Astre-Lune";"skyrim.esm|01AD0D";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"403";"Traité sur les villes ayleids";"skyrim.esm|01ADB4";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"404";"Légendes lycanthropes de Bordeciel";"skyrim.esm|0ED042";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"405";"Le fléau légendaire";"skyrim.esm|01AD0A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"406";"Le dernier roi des Ayleids";"skyrim.esm|01AD09";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"407";"Invocation d'Azura";"skyrim.esm|01B245";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"408";"Les jardins suspendus";"skyrim.esm|01AD08";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"409";"Gloire et pleurs";"skyrim.esm|01AD07";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"410";"Fragment : Artaeum";"skyrim.esm|01AD06";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"411";"Les cinq chants du roi Wulfharth";"skyrim.esm|01AD05";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"412";"Effets des Parchemins des Anciens";"skyrim.esm|03010B";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"413";"La purification du temple";"skyrim.esm|01AD04";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"414";"Les chroniques de Nchuleft";"skyrim.esm|01B23C";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"415";"Les enfants du ciel";"skyrim.esm|01AD03";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"416";"Lettres de Charwich et Koniinge, vol. 4";"skyrim.esm|01B23B";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"417";"Frères des ténèbres";"skyrim.esm|01ACFF";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"418";"La gloire de Boéthia";"skyrim.esm|01B233";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"419";"Restitution arcane";"skyrim.esm|01ACFE";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"420";"Chimarvamidium";"skyrim.esm|01B22E";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"421";"La danse du feu, vol. 5";"skyrim.esm|01B006";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"422";"L'Adabal-a";"skyrim.esm|01AF94";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"423";"Indexation des Parchemins";"skyrim.esm|0ED03A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"424";"Paroles d'Ahnissi";"skyrim.esm|01B27D";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"425";"La Reine-louve, vol. 8";"skyrim.esm|01ACFD";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"426";"Les variétés de Daedras";"skyrim.esm|01ACFC";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"427";"La dot du spectre";"skyrim.esm|01B273";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"428";"La troisième porte";"skyrim.esm|01ACFB";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"429";"La graine";"skyrim.esm|01ACFA";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"430";"Histoire des dragons";"skyrim.esm|0ED5F8";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"431";"La Guerre draconique";"skyrim.esm|0EDDD5";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"432";"La Cassure du dragon";"skyrim.esm|01AFCA";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"433";"La dot";"skyrim.esm|01ACF2";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"434";"Guide de l'apprenti";"skyrim.esm|0EDA8F";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"435";"Le Thalmor aux trousses";"skyrim.esm|0ED04E";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"436";"L'histoire de Dro'Zira";"skyrim.esm|0F03E3";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"437";"Survivre aux ruines nordiques";"skyrim.esm|0ED037";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"438";"Sovngarde, une nouvelle étude";"skyrim.esm|0E2FC6";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"439";"Chants de Bordeciel révisés";"skyrim.esm|0F11D5";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"440";"Chants de Bordeciel";"skyrim.esm|0ED062";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"441";"Chute du Prince des neiges";"skyrim.esm|01ACF7";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"442";"Gouvernement de Bordeciel";"skyrim.esm|0ED04C";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"443";"Shezarr et les Divins";"skyrim.esm|01AF93";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"444";"Rapport impérial sur Saarthal";"skyrim.esm|0EDA90";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"445";"Le mystère de Talara, vol. 5";"skyrim.esm|01ACF5";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"446";"Anatomie des loups-garous";"skyrim.esm|0ED041";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"447";"Palla, vol. 2";"skyrim.esm|01ACF4";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"448";"Opusculus Lamae Bal";"skyrim.esm|01AF40";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"449";"Oblivion";"skyrim.esm|01ACF3";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"450";"La magie venue du ciel";"skyrim.esm|01ACF1";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"451";"La folie de Pélagius";"skyrim.esm|01ACF0";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"452";"La femme de chambre argonienne, vol. 2";"skyrim.esm|0F699D";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"453";"La femme de chambre argonienne , vol. I";"skyrim.esm|01ACEF";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"454";"Légendes perdues";"skyrim.esm|0ED608";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"455";"Grands hérauts";"skyrim.esm|0ED047";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"456";"Le Grand Ravage";"skyrim.esm|0EDA8E";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"457";"Fantômes dans la tempête";"skyrim.esm|0ED031";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"458";"Forge, marteau et enclume";"skyrim.esm|0E3E69";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"459";"La dernière leçon";"skyrim.esm|01B267";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"460";"Feyfolken III";"skyrim.esm|01ACED";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"461";"Feyfolken II";"skyrim.esm|01ACEC";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"462";"Feyfolken I";"skyrim.esm|01ACEB";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"463";"Étude des Falmers";"skyrim.esm|0E0D68";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"464";"Histoire et culture dwemers";"skyrim.esm|01ACEA";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"465";"Nains, vol. 3";"skyrim.esm|08316A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"466";"Nains, vol. 2";"skyrim.esm|083169";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"467";"Nains, vol. 1";"skyrim.esm|083168";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"468";"Bestiaire d'Herbane : automates";"skyrim.esm|0ED60C";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"469";"Langue draconique : une réalité";"skyrim.esm|0EF2C0";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"470";"Le livre de l'Enfant de dragon";"skyrim.esm|0F86FE";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"471";"Mort d'un vagabond";"skyrim.esm|0ED040";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"472";"Recette de la tourte au chaurus";"skyrim.esm|0ED032";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"473";"Lettres de Charwich et Koniinge, vol. 3";"skyrim.esm|01B23A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"474";"Lettres de Charwich et Koniinge, vol. 2";"skyrim.esm|01B239";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"475";"Lettres de Charwich et Koniinge, vol. 1";"skyrim.esm|01B238";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"476";"Livre du destin";"skyrim.esm|105A52";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"477";"La naissance et le déclin des Lames";"skyrim.esm|0F4530";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"478";"Azura et la boîte";"skyrim.esm|01ACE9";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"479";"Brève histoire de Morrowind";"skyrim.esm|01B22B";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"480";"Le récit argonien, livre 4";"skyrim.esm|01ACE8";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"481";"Le récit argonien, livre 2";"skyrim.esm|01ACE7";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"482";"Parmi les draugr";"skyrim.esm|0ED03F";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"483";"2920, semailles, vol. 3";"skyrim.esm|01ACE5";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"484";"2920, soirétoile, vol. 12";"skyrim.esm|01ACE4";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"485";"2920, sombreciel, vol. 11";"skyrim.esm|01ACE3";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"486";"Les épreuves de Sainte Alessia";"skyrim.esm|01ACE2";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"487";"Le Monomythe";"skyrim.esm|01B26E";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"488";"L'amulette des rois";"skyrim.esm|01ACE1";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"489";"Talos : notre erreur";"skyrim.esm|0ED04D";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"490";"Esprit de Nirn";"skyrim.esm|01B25A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"491";"Le chant de Pelinal, vol. 8";"skyrim.esm|01AF91";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"492";"Le chant de Pelinal, vol. 7";"skyrim.esm|01AF90";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"493";"Le chant de Pelinal, vol. 6";"skyrim.esm|01AF8F";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"494";"Le chant de Pelinal, vol. 5";"skyrim.esm|01AF8E";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"495";"Le chant de Pelinal, vol. 4";"skyrim.esm|01AF8D";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"496";"Le chant de Pelinal, vol. 3";"skyrim.esm|01AF8C";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"497";"Le chant de Pelinal, vol. 2";"skyrim.esm|01AF8B";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"498";"Le chant de Pelinal, vol. 1";"skyrim.esm|01AF8A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"499";"L'Anuade commenté";"skyrim.esm|01ACDF";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"500";"Les Dunmers et leurs ancêtres";"skyrim.esm|01B22D";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"501";"Dichotomie entre Alduin et Akatosh";"skyrim.esm|0ED04B";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"502";"Un baiser, chère mère";"skyrim.esm|0A0322";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"503";"Aedra et Daedra";"skyrim.esm|01B22C";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"504";"Yngol et les esprits marins";"skyrim.esm|02A563";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"505";"La femme du bûcheron";"skyrim.esm|0ED601";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"506";"Les lettres de Vendeaume";"skyrim.esm|0ED03C";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"507";"Guetteur de pierres";"skyrim.esm|0ED63F";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"508";"Wabbajack";"skyrim.esm|01AFBA";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"509";"Vernaccus et Bourlor";"skyrim.esm|01B27A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"510";"Comment tuer un troll";"skyrim.esm|0ED606";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"511";"Chronologie de la Troisième Ère";"skyrim.esm|0ED04F";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"512";"Le voleur de vertu";"skyrim.esm|01ACDD";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"513";"La Lucereine";"skyrim.esm|083B3B";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"514";"L'espoir des Redoran";"skyrim.esm|01B26A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"515";"La voûte céleste";"skyrim.esm|01ACD2";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"516";"L'Hérésie arcturienne";"skyrim.esm|01B25E";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"517";"Chants du retour, vol. 7";"skyrim.esm|0ED045";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"518";"Chants du retour, vol. 56";"skyrim.esm|0ED044";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"519";"Chants du retour, vol. 2";"skyrim.esm|0ED046";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"520";"Chants du retour, vol. 19";"skyrim.esm|0ED03D";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"521";"Chant des hommes d'Askelde";"skyrim.esm|0E7F37";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"522";"Aux quatre coins du monde, vol. XI";"skyrim.esm|0ED061";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"523";"La vie d'Uriel Septim VII";"skyrim.esm|01ACDC";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"524";"Le fléau du Quartier gris";"skyrim.esm|0ED03B";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"525";"Ruines de Kemel-Ze";"skyrim.esm|01ACDB";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"526";"Nouvelle menace, vol. IV";"skyrim.esm|0ED5F7";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"527";"Nouvelle menace, vol. III";"skyrim.esm|0ED5F6";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"528";"Nouvelle menace, vol. II";"skyrim.esm|0ED5F5";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"529";"Nouvelle menace, vol. I";"skyrim.esm|0ED5F4";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"530";"Dagues croisées";"skyrim.esm|0ED035";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"531";"Barenziah, la véritable histoire, vol. 5";"skyrim.esm|01ACDA";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"532";"Barenziah, la véritable histoire, vol. 4";"skyrim.esm|01ACD9";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"533";"Barenziah, la véritable histoire, vol. 3";"skyrim.esm|01ACD8";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"534";"Barenziah, la véritable histoire, vol. 2";"skyrim.esm|01ACD7";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"535";"Barenziah, la véritable histoire, vol. 1";"skyrim.esm|01ACD6";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"536";"Le roi de l'Abécéen";"skyrim.esm|0E7EF0";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"537";"Pensée de la Phalène ancestrale";"skyrim.esm|03010A";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"538";"Dieux et cultes";"skyrim.esm|01ACD5";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"539";"Bestiaire d'Herbane : spectres de glace";"skyrim.esm|0D6F0B";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"540";"La crise d'Oblivion";"skyrim.esm|037DEA";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"541";"Nordiques de Bordeciel";"skyrim.esm|0E0D66";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"542";"Mystérieux Akavir";"skyrim.esm|01ACD4";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"543";"Combats à l'aide d'unités différentes";"skyrim.esm|01ACD1";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"544";"Les ""Fous"" de la Crevasse";"skyrim.esm|07EB03";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"545";"La légende de l'Aigle carmin";"skyrim.esm|0C1771";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"546";"Bestiaire d'Herbane : harfreuses";"skyrim.esm|0ED60B";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"547";"La Grande guerre";"skyrim.esm|0F456D";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"548";"Ode aux colosses des plaines";"skyrim.esm|0ED607";"BOOK";"1";"";"";"";"";"false"
"Tous les livres";"skyrim.esm|0C2D3B";"CONT";"Skyrim.esm";"549";"Galérion le Mystique";"skyrim.esm|01ACCD";"BOOK";"1";"";"";"";"";"false"
